Nome,Quantita,Unità di misura
Nasello di piccola pezzatura,0,g
Sogliola,0,g
Triglia di piccola pezzatura,0,g
Pasta brisé tonda,0,rotolo
Prosciutto cotto affettato a fette spesse 2 o 3 mm,0,g
Fagiolo già lessati in scatola,0,g
Ceci lessati in scatola,0,g
Ditalini,0,g
Fagiolo borlotti già ammollati,0,g
Verza (o cavolo cappuccio),0,g
Cappone,0,kg
Senape forte,0,Unità
Orzo,0,g
Riso semifino per risotti,0,g
Orata da circa 400 g,0,Unità
Anelletti,0,g
Pinoli tostati,0,g
Pangrattato tostato,0,g
Alici sottolio a filetti,0,g
Fagiolo secchi,0,g
Lenticchie secchi,0,g
Farro decorticato,0,g
Orzo decorticato,0,g
Pasta sfoglie per lasagne,0,g
Besciamella pronta,0,g
Vitello,0,kg
Tomino,0,Cucchiai
Pane per burger,0,Unità
Carciofo violetti,0,Unità
Speck in un'unica fetta,0,g
Brodo vegetale granulare,0,Cucchiaino
Funghi freschi misti,0,g
Pasta fresca all'uovo,0,g
Salsicce di maiale,0,g
Burro 1,0,Noce
Porro la parte bianca,0,Unità
Riso Arborio o Carnaroli,0,g
Lardo di Colonnata,0,Fette
Cipolla biancoa,0,Unità
Sarda fresca,0,g
Finocchietto selvatico,0,g
Erbe aromatiche di Provenza,0,Cucchiaino
Sale nero di Cipro,0,Unità
Sgombro filetti,0,g
Formaggio Feta,0,g
Pane tipo burger buns,0,Unità
burger di manzo,0,Unità
Formaggio cheddar,0,Fette
Insalata romana,0,Cespo
Zucchero semolato bianci,0,Unità
Fagiolo rossi,0,Unità
Pasta tipo paccheri di Gragnano,0,g
Riso Venere,0,g
Pomodori datterini confit,0,g
Quinoa tricolore,0,g
Mozzarella ciliegina,0,g
Pasta calamari,0,g
Riso Venere integrale,0,g
Farina integrale macinata a pietra per pane,0,g
Pasta tipo aneletti,0,g
Noodles di riso,0,g
Noodles di frumento,0,g
Riso basmati,0,g
Cocco fresco,0,g
Mozzarella di bufala,0,Unità
Pasta tipo calamarata,0,g
Pecorino romano,0,g
Pasta tipo bucatini,0,g
Riso originario,0,Bicchiere
Tè,0,bustina
Aneto semi,0,Cucchiaino
Maiale spalla,0,kg
Panini da hamburger,0,Unità
Insalata lollo,0,Unità
Ceci precotti,0,g
Tabasco ai peperoncini verdi,0,Unità
Pane per hamburger,0,Unità
Pomodori datterini,0,Unità
Pasta fregola sarda,0,g
Ananas centrifugato,0,ml
Riso con farro e orzo precotti,0,g
Fagiolini lessati,0,g
Tonno in fletti sott'olio,0,g
acciughe in fletti sott'olio,0,Unità
Pomodoro insalataro,0,Unità
Brodo di pesce,0,ml
Garam Masala,0,Cucchiaino
Pomodori ciliegino giallo,0,Unità
Pasta tipo linguine,0,g
Ricotta di pecora salata,0,Unità
Pomodori cuore di bue,0,Unità
Mela Marlene,0,Unità
Senape in polvere,0,Cucchiaino
Vongole congelate,0,g
Zucchina grande,0,Unità
Mandorle pelata,0,Unità
Lemongrass,0,g
Quinoa bianca,0,g
"Fave fresche, al netto dello scarto",0,g
Piselli fini,0,g
Cipolla novella,0,Unità
Noci gherigi,0,g
Pasta sfoglia per lasagne,0,Unità
Bulgur precotto,0,g
Asparago bianco,0,g
Gamberone (o mazzancolle),0,Unità
Aceto di lamponi,0,Cucchiaio
Carciofino sottolio alla contadina,0,Unità
Cipollotto fresco,0,Unità
Ricotta di mucca,0,g
Carote tritata,0,g
Prosciutto crudo a fette sottili,0,g
Formaggio a scelta,0,Fetta
Alga nori in fogli,0,Unità
Broccolo romano al vapore,0,Unità
Polpetta di carne al sugo,0,Unità
Arancia a spicchi,0,Unità
Tofu a pasta morbida,0,g
Pompelmo,0,Unità
Pompelmo il succo,0,Unità
Mandorla in scaglie,0,Unità
Farina di riso finissima,0,g
Pasta corta senza glutine,0,g
Emmenthal grattugiato,0,g
Lievito istantaneo per focacce e torte salate,0,g
Uovo per spennellare la superficie,0,Unità
Spinaci puliti o altra verdura a foglia verde,0,g
Totano di media grandezza,0,Unità
Riso venere,0,g
Vongole veraci,0,g
Pomodori gialli e rossi,0,Unità
Pasta sfoglia rotolo,0,Unità
Rape le cime già pulite,0,g
Formaggio crescenza,0,g
Funghi porcino secco,0,g
Pomodori fresco,0,g
Pomodoro concetrato,0,Cucchiaino
Pasta tipo paccheri,0,g
Erbe aromatiche fresche,0,g
Riso Vialone Nano,0,Unità
Piselli freschi o surgelati,0,Unità
Pomodoro secco,0,Unità
Maiale coscia macinata,0,g
Vitello spalla macinata,0,Unità
Formaggio filante tipo mozzarella,0,g
Uova piccole,0,Unità
Spinaci purea,0,g
Barbabietola rossa in purea,0,g
Peperoncino freschi,0,Unità
Emmenthal a fette,0,g
Gorgonzola al mascarpone,0,g
Pasta secca per lasagne,0,g
Spigola,0,g
Indivia riccia,0,g
Manzo gallese,0,g
Farina per infarinare,0,Unità
Piselli secchi spezzati,0,g
Olio extravergine di oliva di Castelvetrano,0,Cucchiai
Sale integrale di Trapani,0,Unità
"Riso Carnaroli, Ribe o Arborio",0,g
Pasta  corta,0,g
Caciocavallo a cubetti,0,g
Acqua sbucciato,0,ml
Radicchio rosso,0,Cespo
Radicchio di Treviso tardivo,0,g
Pasta fresca per lasagne,0,g
Avena decorticata,0,g
Gomasio,0,Cucchiai
Maiale polpa a fette,0,g
Pancetta fresca,0,Fette
Cavatelli,0,g
Pasta corta a piacere,0,g
Tonno rosso,0,g
Olio extravergine di olica,0,Unità
Pasta all'uovo per lasagne,0,Foglio
Zucchine con i fiori,0,unità
Pomodori piccadilly o ciliegino,0,Unità
Peperoncino (opzionale),0,Unità
Agnello polpa a pezzetti,0,kg
Birra scura,0,ml
Manzo scamone,0,kg
Pasta tipo spaghetti alla chitarra,0,g
Gamberetto rosa,0,g
Baccalà,0,g
Speck in una sola fetta,0,g
Trofie,0,g
Conchiglioni,0,g
Spinaci lessi,0,g
Funghi misti surgelati,0,g
burger di soia,0,Unità
Melanzana grandi striate,0,Unità
Stoccafisso polpa ammollata,0,g
Pane nero,0,Unità
Pancetta dolce a dadini,0,g
Fontina valdostana,0,g
Tagliatelle all'uovo,0,g
Totano,0,g
Vino vino bianco secco,0,ml
"Fagiolo secchi, ammollati una notte",0,g
Cime di rapa,0,g
Cavatelli freschi,0,g
Pesce misto abbattuto,0,Unità
Siracha,0,g
Noci di Macadamia,0,g
Germogli di porro e ravanello,0,Unità
Zucchine chiara,0,Unità
Tagliolini,0,g
"Tè al ginger, liquirizia e rose",0,bustina
Olio extravergine di oliva aromatizzato alla menta,0,Cucchiai
Calamaro già puliti,0,g
Seppia già pulite,0,g
Pesce misto pulito,0,g
Gambero coda,0,Unità
Couscous integrale,0,Unità
Pomodori tondi rossi,0,Unità
Carne macinata,0,g
Curry Madras forte,0,Unità
Riso Basmati già cotto,0,g
Pepe nero grattugiato,0,Unità
Rigatoni,0,g
Pepe nero marinato,0,Unità
Fregola sarda,0,g
Formaggio svizzero,0,g
Carciofino sottolio,0,g
Carne manzo e vitello macinati,0,g
Riso Bomba,0,g
Fagiolini verdi,0,g
Fagiolo bianchi di Spagna,0,Lattina
Paprika affumitata,0,Cucchiaino
Colorante alimentare giallo,0,Cucchiai
Farro pelato,0,g
Pomodori tipo Pomodorini,0,g
Parmigiano Reggiano in scaglie,0,g
Pane grattato,0,Cucchiai
Pane  in cassetta,0,Fette
Formaggio  filante,0,Fette
Seppia piccole,0,g
panbrioche,0,Fette
Insalata iceberg,0,Foglia
Pollo (petti),0,g
Patate novelle,0,g
Pomodori  datterini,0,g
Pistacchi sgusciati e non salati,0,Cucchiai
Pepe macinato al momento,0,Pizzico
Riso semilavorato per risotti,0,g
Vitello macinato,0,g
Mortadella Bologna,0,g
Salsiccia di maiale,0,Unità
Macinato di manzo,0,g
Pomodoro secchi,0,Manciata
Aglione,0,Spicchio
Spaghetti di Gragnano,0,g
Provolone del Monaco grattugiato,0,g
Pasta secca per lasagne in fogli,0,g
Pesto alla genovese,0,g
Cipolla dorata,0,kg
Brodo vegetale (anche preparato con il dado),0,lt
Bucatini,0,g
Patate da gnocchi,0,g
Baccalà mantecato,0,g
Funghi porcini secchi,0,g
Carota piccola,0,Unità
Linguine,0,g
Astice,0,g
Riso per risotto,0,g
Spinaci novelli in foglia,0,g
Peperoncino essiccato,0,Unità
Tartufo nero,0,g
Seppia intere,0,g
Borragine,0,g
Riso semintegrale per risotti,0,g
Tartufo bianco,0,g
Porcino fresco,0,Unità
Olio di nocciola,0,Cucchiai
Ricotta salata grattugiata,0,Cucchiai
Trippa mista,0,Unità
Cipolla bionda,0,Unità
Pajata,0,g
Manfredi,0,g
Manzo polpa da brodo,0,g
Pelati sgocciolati,0,Unità
Fasolari,0,g
Pesto alla genovese pronto,0,Cucchiai
Bottarga di muggine,0,g
Paccheri,0,g
Linguine all'uovo,0,g
Prosciutto cotto affettato,0,g
Melanzana violetta,0,Unità
Pomodori freschi e maturi,0,kg
Vongole (arselle),0,kg
Trofie fresche,0,g
Fusilli,0,g
Riccio di mare,0,Unità
Tortellini,0,g
Pomodori San Marzano pelati,0,g
Merluzzo polpa,0,g
Gramigna,0,g
Formaggio fiscidu,0,g
Carletti,0,g
Tortiglioni,0,g
Cheddar,0,g
Gnocchi di patate,0,g
Noce moscata grattigiata,0,Pizzico
Pasta di grano duro,0,g
Speck trancio,0,g
Spaghetti di riso,0,g
Fagiolo borlotti secchi,0,g
Olio extravergine di olvia,0,Unità
Dado granulare,0,Cucchiaino
Farina di riso glutinoso,0,g
Maiale polpa,0,g
Manzo polpa,0,g
Pollo frattaglie,0,g
Pecorino toscano semi stagionato,0,Unità
Funghi porcini freschi,0,g
Bisque,0,ml
Manzo tasto,0,g
Maiale costine,0,Unità
Maiale muscolo,0,g
Riso Carnaroli o Arborio,0,g
Maiale filetto macinato,0,g
Riso CArnaroli,0,g
Midollo,0,g
Cannelloni,0,Unità
Carne,0,g
Cipolla ramata,0,Unità
Riso 0semifino da risotti,0,g
Cipolle dorata,0,g
Funghi pioppini o chiodini,0,g
Sarda pulite e diliscate,0,Unità
Formaggio di capra erborinato,0,g
Dado vegetale,0,Unità
Guanciale a cubetti,0,g
Pasta di grano duro corta,0,g
Peperoncino piccolo secco,0,Unità
Pasta tagliatelle all'uovo,0,g
Aringa affumicata,0,g
Cipolle tritata,0,g
Patata rossa,0,kg
Pomodori grandi,0,Unità
Riso per risotti Arborio o Carnaroli,0,Unità
Pasta corta tipo penne,0,g
Pomodori polpa in cubetti,0,g
Salsa di ostriche,0,Cucchiaio
Prosciutto cotto a dadini,0,g
Pasta tipo spaghetti o linguine,0,g
Pasta tipo rigatoni,0,g
Pomodori da sugo,0,g
Pasta rustica,0,g
Cipolla disidratata,0,Cucchiaino
Patè di oliva,0,Cucchiaino
Piselli freschi già sgranati,0,g
Salvia fresca,0,Foglia
Fave decorticate secche,0,g
Asparago selvatici,0,g
Succo di barbabietola,0,Bicchiere
Noodles precotti,0,g
Zenzero radice,0,fettina
Pak choi,0,fettina
Vino Amarone,0,ml
Formaggio Monte Veronese grattugiato,0,g
Fusilli integrali,0,g
Noce in gherigli,0,Manciata
Peperoncino piccolo,0,unità
Pasta tipo maccheroni,0,g
Olio di semi di mais per friggere,0,Unità
Pasta tipo conchiglioni,0,g
Olio Extravergine di oliva,0,Unità
Fiori eduli di primula,0,Unità
"Zenzero a fettine, fresco",0,Unità
Carne macinato di vitello,0,g
Salsicce luganega,0,g
Formaggio Cacioricotta,0,g
Olio  Extravergine D'Oliva,0,Unità
Olive verdi o nere,0,g
Peperoncino rosso frantumato,0,Unità
"Sale grosso, per l'acqua della pasta",0,Unità
"Pasta all'uovo, tipo lasagne",0,g
Cavolfiore media grandezza,0,Unità
Mozarella fiordilatte,0,g
Pasta spaghetti,0,g
Funghi secchi,0,g
Pasta confezione di lasagne pronte,0,Unità
Parmigiano Reggiano o formaggio affinato nel fieno,0,g
Formaggio Scamorza affumicata,0,g
Lime scorza grattugiata e succo,0,Unità
"Origano fresco, solo le foglie",0,g
"Prezzemolo fresco, solo le foglie",0,g
Farina di mais fumetto,0,g
Radicchio precoce,0,Cespi
Radicchio tardivo,0,Cespi
Formaggio casatella DOP,0,g
Baccalà ammollato e privo di spine,0,g
Fagiolo Borlotti secchi,0,g
Salsicce di Norcia,0,Unità
Cacioricotta,0,g
"Pasta corta, tipo sedanini",0,g
Formaggio Grana Padano,0,Unità
Mela rosse,0,Unità
Nocciola tostata e tritata,0,Unità
Blu di bufala,0,Unità
Vino Lambrusco,0,ml
Merluzzo,0,g
Pasta cannelloni,0,g
Latte latte,0,ml
Pasta fettuccine all'uovo,0,g
Nocciola sgusciate e tostate,0,g
Formaggio grattugiato tipo gruyère,0,g
Sarda fresche sfilettate,0,g
Funghi champignon freschi,0,Unità
"Ricotta vaccina, riposata 24 ore",0,g
Basilico genovese DOP,0,g
Pecorino sardo DOP,0,g
Pasta sfoglia all'uovo,0,g
Piselli finissimi,0,g
Cavolfiore grande,0,Unità
Speck in cubetti o striscioline,0,g
Brodo di dado vegetale,0,ml
Finocchio al netto degli scarti,0,g
Germogli a piacere,0,g
Cipolle rossa piccole,0,Unità
Olio extravergine di oiliva,0,Cucchiai
Pane casereccio tostato,0,Unità
Piselli freschi sgranati,0,g
Pancetta tesa,0,g
Zafferano pistilli,0,Unità
Patate piccola,0,Unità
Funghi fresco,0,g
Fagiolo tondino già lessi,0,Vasetto
Pomodoro secchi sottolio,0,Vasetto
Tartufo nero scorzone,0,Unità
Pasta calamarata,0,g
Salsicce impasto,0,g
Birra chiara,0,ml
Ragù bianco pronto,0,g
Funghi Champignon,0,g
Salsa tartufata,0,Cucchiai
Vino spumante secco,0,ml
Barbabietola rossa lesse,0,g
Pasta corta tipo spaghetti,0,g
Melanzana viola,0,Unità
Pomodoro salsa,0,Unità
Uvetta di corinto,0,g
Formaggio Philadelphia o Certosa,0,g
Zucchine tonde,0,Unità
Olio extravergine di oliv,0,Unità
Pomodori secco,0,g
Pane ai semi,0,Unità
Vino rosato o bianco,0,Bicchiere
Radicchio di Treviso,0,Cespi
Parmigiano reggiano grattugiato 30 mesi,0,g
Pepe nero della MAlesia,0,Unità
Pasta tipo fettuccine,0,g
Pistacchi solo il furtto,0,g
Vino bianco frizzante,0,Bicchiere
Riso Parboiled,0,g
Pasta a cottura lunga,0,g
Pecorino romani,0,Cucchiai
Pizzoccheri,0,g
Pasta tipo penne,0,g
Pera decana,0,Unità
Pecorino toscano,0,Unità
Pomodori ramati,0,Unità
Toma,0,g
Formaggio caprino,0,g
Pomodori gialli,0,Unità
Riso Vialone nano o Carnaroli,0,g
Acqua di cottura della pasta,0,Mestoli
Agnello spalla talgiata a pezzi,0,Unità
Carote piccole,0,Unità
Pasta integrale corta,0,g
Pistacchi salati e tostati,0,g
Pasta tipo tagliatelle,0,g
Tacchino fesa,0,g
Carne macinata mista maiale e manzo,0,g
Riso vialone nano,0,g
Scampo fresco,0,g
Peperoncino in pasta,0,Cucchiaino
Spinaci lessati e strizzati,0,g
Riso Carnaroli o arborio,0,g
Ceci già lessi,0,g
Sedano costa,0,Unità
Bottarga,0,g
Sarda sotto sale,0,Filetto
Bigoli,0,g
Strozzapreti,0,g
Girello di manzo,0,g
Pasta sfoglia all'uovo fresca,0,g
Semi di nigella,0,Cucchiaino
Rosmarino aghi,0,Unità
Melanzana lunghe medie,0,Unità
Caciocavallo stagionato grattugiato,0,g
Provola affumicato,0,g
Salame di Napoli,0,g
Pomodori perlati,0,g
Piselli già lessati,0,g
Formaggio semi stagionato,0,g
Farina di grano duro rimacinata,0,g
Lipini,0,kg
Pasta integrale tipo orecchiette,0,g
Vino rosso secco,0,Unità
Lenticchie piccole,0,g
Semi misti tostati,0,Unità
Fettuccine,0,g
Fagiolini cannellini già lessi,0,g
Pomodori  datterini gialli,0,Unità
Pomodori  camone,0,Unità
Basilico  greco fresco,0,Cucchiaino
Pasta  tipo farfalle,0,g
Piselli sgusciati,0,g
Menta fresca tritata,0,Cucchiai
Fagiolo  borlotti già lessi,0,g
Pasta tipo cavatelli,0,g
Zucchine baby,0,Unità
Limone fresco,0,Unità
Riso  carnaroli,0,g
Pancetta  dolce a cubetti,0,g
Spaghetti Agnesi,0,g
Gambero rosa,0,Unità
Pasta  tipo penne Agnesi,0,g
Gambero argentini,0,g
Pasta tipo caserecce,0,g
Pomodori tipo pachino,0,Unità
Porro (mezzo),0,Unità
Pasta  gnocchi di riso cinesi,0,g
Zucchine con fiore,0,Unità
Cannelloni  di grano duro,0,Unità
Peperone friggitelli,0,Unità
Carota media,0,Unità
Zucchina media,0,Unità
Ceci  lessati,0,g
Melanzana tonde grosse,0,Unità
Pistacchio,0,Manciata
Pomodori piccadilly,0,g
Tagliatelle  all'uovo,0,g
Rape rosse (peso al netto degli scarti dopo la cottura),0,g
Rape gialle,0,g
Patate (peso al netto degli scarti dopo la cottura),0,g
Farina debole 00,0,g
Ricotta affumicata (a piacere),0,Unità
Pasta di tipo mezzi paccheri rigati,0,g
Ricotta fresca vaccina,0,g
"Asparago verdi, al netto degli scarti",0,g
Parmigiano  Reggiano grattugiato,0,Cucchiai
Lasagna arricciate,0,g
Costine di maiale,0,g
Carne  macinata,0,g
Mollica  di pane casereccio,0,Unità
Pasta  tipo pappardelle fresche,0,g
Orata,0,Filetto
Crostino di pane,0,Unità
Maiale lonza,0,g
Prosciutto crudo di Parma,0,g
Mortadella  Bologna,0,g
Farina  senza glutine,0,g
Amido  di mais,0,g
Pepe nero macinato al momento,0,Unità
Mozzarelline,0,g
"Radicchio misto (tardivo, precoce e variegato)",0,g
Limone per i carciofi,0,Unità
Sfoglie per lasagne sottili,0,Unità
Verza tagliata a strisce,0,g
Salsicce privata della pelle,0,g
Provolone dolce grattugiato grossolanamente,0,g
Pasta mista di grano duro,0,g
Pancetta  affumicata a dadini,0,g
Parmigiano Reggiano (scorze),0,Unità
Sfoglie  per lasagne,0,g
Broccolo verde,0,g
Castagna  arrostite,0,g
Pasta di tipo Linguine,0,g
Gamberone  già puliti,0,Unità
Aglio  intero e schiacciato,0,Spicchio
Pomodori di tipo ciliegino,0,Unità
Cognac o Brandy,0,ml
Burro  tagliato a cubetti,0,g
Cocco  rapè,0,g
Olio evo delicato,0,Unità
Zenzero  in polvere,0,Cucchiaino
Fagiolo cannellini,0,g
Cipolla bianca o dorata,0,Unità
Maiale lonza a fette,0,Unità
Alcol a 95 gradi,0,lt
Cedro,0,Unità
Agnello cosciotto,0,Unità
Branzino (da 400-500 g l'uno),0,Unità
Confettura gusto a piacere,0,Vasetto
Branzino da 700 grammi circa eviscerato,0,Unità
Coriandolo semi,0,g
Verbena,0,g
Erba cipollina i fiori,0,Unità
Dado vegetale bio,0,Unità
Acciuga in pasta,0,Cucchiaio
Pane solo la  mollica,0,Fetta
Arance bio,0,unità
Arance essiccata,0,Fette
Vino rosso tipo Cabernet,0,lt
Alcol 90°,0,ml
Burro chiarificato,0,g
Arachidi,0,g
Aglio rosso,0,g
Soia granulare,0,g
Peperoncino la punta di un,0,Unità
Pepe della Giamaica,0,Unità
Carne muscolo di manzo,0,g
Ossa,0,Unità
Maiale arista,0,g
Provola fresca di Agerola,0,g
Riso per sushi (in alternativa riso a chicco corto o riso Roma),0,g
"Pera clementine, barbabietole, carote, zenzero, mirtilli, ananas, erbe aromatiche fresche, erbe di campo (achillea, equiseto...)",0,Unità
Tofu naturale,0,g
Yogurt naturale di soia,0,Vasetto
Farina  di semola rimacinata,0,g
Basilico DOP genovese del Prà,0,Foglia
Parmigiano reggiano stagionato 30 mesi,0,g
Pecorino fiore sardo 10 mesi,0,g
Pomodori ramati maturi,0,g
Fagiolo nero,0,g
Carne di manzo macinata,0,g
Peperoncino Chipotles,0,Cucchiaino
Paprika in polvere,0,Cucchiaino
Acqua oppure brodo vegetale,0,ml
Polpo piccoli,0,g
Olive greche nere,0,g
Carne di pollo o di vitello,0,fettina
Salvia secco,0,Cucchiaino
Brodo di carne o vegetale,0,ml
Cipolla rossa piccola,0,Unità
Mortadella affettata,0,g
Stinco di maiale,0,Unità
Patate novella a pasta rossa,0,g
Vitello sottonoce,0,Fette
Prosciutto cotto affettato sottile,0,Fette
Dado vegetale granulare,0,Cucchiaino
Vitello polpa a fette sottili,0,Fetta
Pancetta stesa,0,Fetta
Caciocavallo podolico grattugiato,0,g
Vino rosso leggero,0,Bicchiere
Melanzana violette,0,Unità
Funghi champignon medio grandi,0,Unità
Zucchine rotonda,0,Unità
Macinato di maiale,0,g
Cipolla grossa,0,Unità
Sedano verde con tutte le foglie,0,Costa
Coniglio in pezzi,0,kg
Cipolla bianca di media grandezza,0,Unità
Fagiolo Cannellini secchi,0,g
Pollo coscia e sovra coscia,0,Unità
Spezie mix per tandoori,0,Cucchiaio
Peperoncino in polvere,0,Pizzico
Castrato,0,kg
Brodo granulare di carne,0,Cucchiaio
Cipolla bianca media,0,Unità
Pesce filetto già privo di scarti,0,g
Pane casereccio senza crosta,0,g
Senape forte di Digione,0,Cucchiaino
Pomodori passata a pezzettoni,0,ml
Brodo granulare vegetale,0,Cucchiaino
"Pane raffermo, solo la mollica",0,g
Senape in grani,0,Cucchiaio
Maiale braciole,0,Unità
Sottilette,0,Unità
Vitello girello a fette,0,g
Pepe nero amcinato fresco,0,Unità
Manzo controfiletto,0,g
Cavallo spezzatino,0,kg
Bianchetti,0,kg
Tinca,0,Unità
Ginepro,0,bacca
"Erbe aromatiche (timo, alloro, rosmarino, salvia)",0,Unità
Barolo,0,Bottiglia
Faraona,0,Unità
Arancia la scorza e il succo,0,Unità
Pollo alette,0,kg
Maiale spezzatino,0,g
Birra bionda,0,ml
Cheddar bianco,0,g
Ossobuco di tacchino,0,Unità
Paprika dolce in polvere,0,Cucchiaino
Coriandolo fresco tritato,0,Cucchiaio
Vitello carrè con osso,0,Fette
Branzino,0,g
Pepe rosa macinato,0,Unità
Orata piccola,0,Unità
Platessa filetti,0,Unità
Prezzemolo già tritato,0,Cucchiaio
Olive nere e verdi,0,Unità
Asiago fresco,0,g
Pollo ali,0,kg
Senape con i semi,0,Cucchiai
Costate di razza Chianina da 600 gr ca.,0,Unità
Manzo lombata,0,kg
Orata di circa 500 gr,0,Unità
Melanzana lunghe e medie,0,Unità
Nasello,0,g
Limoni il succo e le fette,0,Unità
Trota salmonata,0,g
Tonno trancio,0,Unità
Orata monoporzione,0,Unità
Seppiolina,0,Unità
Manzo a fette sottili,0,Fette
Coriandolo in semi,0,Cucchiaino
Aglio polvere,0,Cucchiaino
Paprika affumicata in polvere,0,Cucchiaino
Ancho polvere,0,Cucchiaino
Cannella polvere,0,Cucchiaino
Parmigiano reggiano gratutrato,0,Cucchiai
Zenzero radice frescoa,0,cm
Erbe aromatiche miste,0,Mazzetto
Pollo sovra cosce,0,Unità
Arance bionde,0,Unità
Vino secco bianco,0,Bicchiere
Agnello carrè,0,g
"Erbe aromatiche miste a piacere (timo, salvia, alloro, rosmarino, maggiorana)",0,Mazzetto
Arance succo,0,ml
Agnello,0,kg
Guancette di manzo,0,kg
Vitella,0,Fette
Agnello costolette,0,Unità
Tonno filetto,0,Unità
Sesamo bianco semi,0,Unità
Vitello girello o magatello,0,g
Brodo di carne bollente,0,Unità
Vitello tasca,0,g
Salmone trancio,0,g
Dado,0,Unità
Piedino di maiale,0,Unità
Musetto,0,Unità
Costine,0,kg
Salsiccia,0,kg
Cotenna,0,g
Manzo taglio cappello del prete,0,g
Pollo a pezzi,0,kg
Pollo petto a fette spesse,0,Fette
Pepe rosso e nero in grani,0,Unità
Brodo vegetale (o di carne),0,ml
Pollo sovracosce,0,g
Merluzzo filetti,0,g
Anatra petto,0,g
Arancia il succo e la scorza grattugiata,0,Unità
Pollo intero disossato,0,Unità
Lingua salmistrata,0,g
Prosciutto cotto in un'unica fetta,0,g
Lardo in un'unica fetta,0,g
Pistacchi pelati e non salati,0,g
Tartufo,0,g
Agnello da latte,0,kg
acciughe sotto sale,0,Filetto
Maiale filetto,0,g
Pancetta dolce tesa affettata,0,g
Orata da circa 450 g,0,Unità
Pepe nero di Sarawak,0,Cucchiaino
Quaglia,0,Unità
Patate americane dolci,0,Unità
Passito di Pantelleria,0,Bicchiere
Montasio semistagionato,0,g
Cipolle al netto degli scarti,0,g
Olive di Gaeta,0,Unità
Prezzemolo tritato fresco,0,Unità
Maiale Puntine,0,g
Pancetta di maiale,0,g
Aceto di canna,0,ml
Sprite,0,ml
Limone il succo e la scorza non trattata,0,Unità
Pollo disossato a pezzi,0,kg
Pomodori pelato sgocciolati,0,g
Galletto Vallespluga,0,Unità
Zucchero di canna grezzo in polvere,0,Unità
Origano in polvere,0,Cucchiaino
Cipolla in polvere,0,Cucchiaino
Edamame surgelate,0,g
Arachidi tostate,0,unità
"Vino bianco fermo, a gradazione alcolica contenuta (10-11 % vol)",0,lt
Cipolle rossa grande,0,Unità
Olio EVO,0,Unità
Peperoncino tritato,0,Unità
Farina per dolci,0,Cucchiaio
Carne di castrato,0,g
Soia in fiocchi,0,g
Pesce persico a filetti,0,g
Melagrana succo,0,ml
Carne macinato misto manzo e maiale,0,g
Spezie per hamburger,0,Cucchiaino
Salsa barbecue,0,Unità
Pane da hamburger,0,Unità
Pollo fusi,0,Unità
Limone confit,0,Unità
Zenzero radice fresca,0,cm
acciughe salate,0,Unità
Pangrattato senza glutine,0,Cucchiai
Pollo sovra coscia disossata,0,g
Cipolline borrettane,0,Unità
Cipolline borrettana,0,Unità
Fiori di salvia,0,Unità
Piselli baccelli,0,g
Formaggio stagionato grattugiato (a piacere),0,Cucchiai
Ananas il succo,0,ml
Zenzero grattugiato fresco,0,Unità
Seppia al netto degli scarti,0,g
Birra Guinness,0,ml
Bottarga facoltativa,0,Unità
Pomodori secco sottolio,0,Unità
Tofu a pasta ferma,0,g
Vitello bistecche da 80 g,0,Unità
Senape dolce,0,Cucchiai
Rana pescatrice,0,g
Tonno in tranci,0,g
Coniglio cosce disossate,0,Unità
Aglio essiccato,0,Cucchiaino
Manzo taglio roast beef,0,g
Pepe rosa macinato fresco,0,Unità
Insalata lattughino,0,g
Insalata Indivia belga,0,Cespi
"Merluzzo stoccafisso, la polpa in pezzi già ammollato",0,g
Patate vecchie di medie dimensioni,0,Unità
Pomodori pelato a cubetti,0,g
Formaggio pecorino siciliano grattugiato,0,Cucchiai
Seppia Seppioline piccole,0,Unità
Pesce Persico,0,g
"Salmone filetti, già puliti e privati delle lische",0,g
Aglio o la punta di undi aglio in polvere,0,Spicchio
Limone per accompagnare,0,Unità
Tacchino il petto macinato,0,g
Liquore Sherry,0,ml
Finocchio piccoli,0,Unità
Burro Morbido,0,g
Speck in fette,0,Unità
Piselli trifolati,0,g
Formaggio  Emmental a cubetti,0,g
Faraona già spezzata,0,kg
Carote già pulite,0,g
Cipolle già pulita,0,g
acciughe in filetti sott'olio,0,Unità
Pane per crostini,0,Unità
Carne spalla di vitello,0,kg
Pane in cassetta integrale,0,g
Scalogno piccolo,0,Fetta
Farina facoltativa (nel caso il composto fosse troppo liquido),0,Unità
Sedano rapa o una costa di sedano,0,Fetta
Carote medie,0,Unità
Latte o acqua,0,ml
Olive teaggiasche,0,g
Costate di manzo,0,unità
Birra ambrata,0,ml
Zenzero grattugiato fresco o 1 cucchiaino in polvere,0,Cucchiaio
Rosmarino 2,0,Unità
Sale grosso o Fleur De Sel,0,Unità
Olive nere intere,0,g
Vino Verdicchio,0,ml
Manzo taglio roastbeef,0,g
Rosmarino tritato finemente,0,Rametto
Salvia tritata finemente,0,Foglia
Cavolfiore viola,0,Unità
Cavolfiore giallo,0,Unità
Radicchio tardivo di treviso,0,Cespo
"Yogurt bianco 0,1% di grassi",0,ml
Tacchino macinato,0,g
Stoccafisso filetti ammollati,0,g
Lenticchie lesse,0,g
Spigola eviscerata,0,g
